isEdited,developerResponse,userName,review,date,title,rating,app_name,app_id
False,"{'id': 13107311, 'body': ""Thank you so very much for taking the time to write this review. We appreciate you commenting on a few of the features that make the app great. If you have any questions or additional feedback please don't hesitate to reach out to us at info@sanvello.com. Have a great day!"", 'modified': '2020-01-24T22:16:11Z'}",AbeGonzalez,"this app is great for many reasons. one being you can set goals on there to stay focus. second, you can have your own private self awareness journal on there that can help you get your ideas out. lastly, no one has access to your data. it’s secured.",2020-01-23 21:56:03,highly recommend,5,sanvello-anxiety-depression,922968861
False,"{'id': 22639011, 'body': 'Thanks for your review and your feedback on the narrators and meditations, I will absolutely share your feedback with our product team for them to consider in future updates and releases. Please contact us at info@sanvello.com if you ever have any questions or additional recommendations for us going forward.', 'modified': '2021-05-05T19:18:19Z'}",sorry postmates,Could use some different narrators rather than just one. The ability to rewind or forward would be great on the meditations. Great support in Sanvello Community. Lots of journaling.,2021-05-03 04:40:22,Very valuable tools but the meditations,3,sanvello-anxiety-depression,922968861
False,,jbshocks,I enjoy the exercises but wish the coaching was more affordable for me. I struggle periodically & could use some 1 on 1 help.,2020-06-14 22:27:45,Review,5,sanvello-anxiety-depression,922968861
False,"{'id': 17566246, 'body': 'Hi there! Thank you for your feedback. There is a promotional ""tile"" on the home screen of the app right now. Simply tap it and sign up. 😊  If you have additional questions, please reach us at info@sanvello.com', 'modified': '2020-08-28T18:26:23Z'}",Runway2009,I received an email for a two week subscription and have not been able to get into the app. It goes blank and I’ve deleted the app and refreshed my apps and still nothing,2020-08-27 13:35:04,App not working,2,sanvello-anxiety-depression,922968861
False,,yodhdydh,I  like this app it really asks a lot of questions to help you.,2020-05-17 22:25:03,Nice change of pace.,5,sanvello-anxiety-depression,922968861
False,,Abpina98,I’ve had this app for about three days and it has been fantastic!,2020-04-25 19:50:12,Okayyyyyyy!,5,sanvello-anxiety-depression,922968861
False,,Uly2144,I don’t review anything. But I’m so grateful for this program I had to write. Thank you.,2020-03-25 19:09:03,Thank you,5,sanvello-anxiety-depression,922968861
False,"{'id': 12751634, 'body': 'We are sorry you are unable to open the app after multiple attempts. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-06T16:24:32Z'}",i wamt to be anonymous plz,"I have been looking for an app that can help me with anxiety, and this one seemed like a good choice.

So I downloaded it, and it won’t even load! It will just show the logo, and nothing else will happen. 

I was excited because this app looked helpful an useful, but unfortunately it will not load. 

And I don’t know what it is, because I have deleted it and then downloaded it again, and it still does not work. 

So, all in all, I just want this app to load for me, because it does look helpful. 

Thanks for reading this.",2020-01-04 05:41:10,THE APP WONT WORK,1,sanvello-anxiety-depression,922968861
False,,jacki430,"This app is very relaxing and helpful for my mental state. Wether it is emotional, a stress, anxiety, panic attack. I will definitely continue using this app",2021-01-12 23:26:09,Helping to calm my stress,5,sanvello-anxiety-depression,922968861
False,,JayArr2020,This has greatly improved my mental health. It’s a great app for me to dump and track my feelings!,2020-11-09 18:35:54,1 month user,5,sanvello-anxiety-depression,922968861
False,,Lord's prayer,The app helps me stay grounded and keeping perspective of what’s important in my life activities.,2020-01-29 01:02:03,Great way to keep perspective!,5,sanvello-anxiety-depression,922968861
False,"{'id': 15085507, 'body': ""Hi, we agree that the timing to run into a bug like this stinks. Can you get in touch at info@sanvello.com? We'd love to try to figure out what might be going on. You can also try uninstalling and reinstalling, which usually fixes issues related to the app not starting up the right way."", 'modified': '2020-05-04T16:27:21Z'}",SummerLexi,"The last two day whenever I have opened the app, all I get are the waves graphic. I have used this app everyday for the last like four years and it’s been fine. But with the world in the state it’s in, its really bad time for it to stop working.",2020-04-20 23:30:10,Just stopped working,1,sanvello-anxiety-depression,922968861
False,"{'id': 14032979, 'body': 'Hi there, thank you for your feedback! We will be adding more meditations in the future so stay tuned!', 'modified': '2020-03-13T20:04:20Z'}",Paleo-ck,"Decent, but I really wish there were more mediation options or at least updates occasionally.",2020-03-12 01:12:55,Not bad,3,sanvello-anxiety-depression,922968861
True,"{'id': 17897181, 'body': 'Hi there!  Please reach out to info@sanvello.com We can explain how to make your mood tracking easier to access through your app settings.   ', 'modified': '2020-09-15T20:32:13Z'}",Finalruner,It takes way too many taps to get to mood tracking. The interface needs a rework,2020-12-02 00:40:04,Great app just needs critical improvements,3,sanvello-anxiety-depression,922968861
False,"{'id': 18087810, 'body': 'Hi there!  Thank you for taking the time to share your feedback.  \n📱Regarding your sound, please note that the toggle switch on the side of your phone needs to be in the ""on"" position (instead of on ""vibrate"" or ""silent"").  \r \n💥Regarding crashing, please make sure you have the latest version of the app.  \n😊We would be happy to assist you, if you reach out to info@sanvello.com.\n\u200b\r\n', 'modified': '2020-09-25T03:10:21Z'}",Tyrsson,"I have gotten good use through this app in the past. Recently, though, it has had a number of issues such as sound not working on videos and crashing intermittently, things that really do not help with anxiety and stress.",2020-09-21 04:09:43,Stopped working,1,sanvello-anxiety-depression,922968861
False,"{'id': 14689957, 'body': ""Any chance you could email us at info@sanvello.com with some more information? We haven't heard any other reports of this and would love to try to figure out what the problem might be. Sorry for the trouble, hopefully we can get it fixed quickly."", 'modified': '2020-04-15T19:22:25Z'}",iMENotary,When I can get in the content is wonderful. Useful tool. Will not load on my iPhoneX so I have to keep deleting and reinstalling. Anyone else have this problem? What is the fix? It just stays on the home screen with the symbol.,2020-04-11 00:20:45,Have to keep deleting and reinstalling the app,1,sanvello-anxiety-depression,922968861
False,,Msedyo,I was in verge of medication. God told me trust me one more time....here I am. This app has helped a lot so far.,2021-05-19 21:15:19,It helps.,5,sanvello-anxiety-depression,922968861
False,,EvilEtho,Is it possible that I don’t HAVE to use premium?,2020-11-30 15:18:16,Question,5,sanvello-anxiety-depression,922968861
False,,Luo jie ke,Sanvello has been great for me as far as tracking and improving my mental health. I strongly recommend it!,2020-01-27 02:11:07,Great Mental Health Tracking,5,sanvello-anxiety-depression,922968861
False,"{'id': 13542089, 'body': 'We apologize that you experienced delays with the app. We want to make sure you gain access to use the features of the app. If you reach out to us at info@sanvello.com we can further look into this issue. Thank you!', 'modified': '2020-02-17T18:32:48Z'}",elkay461,"On 2 or 3 occasions in the course of 1 week’s use, information I’ve chosen to type in was list when the app seemed to hang up. Today that was 15 minutes of effort while analyzing thought traps. 

I might attempt once more, or I might just record my answers not in the app. 

Irritating.

On the positive side, the guided discovery has been inviting and relevant. Wish the app was reliable.",2020-02-16 22:16:11,Lost in Space?,3,sanvello-anxiety-depression,922968861
False,,hesskaz,Great app connecting all the moving parts of self-care in one platform. 👏🏼,2020-12-05 18:42:52,All in one,5,sanvello-anxiety-depression,922968861
False,"{'id': 19911877, 'body': 'Hi there, thank you very much for your feedback. We apologize that you felt the app lacked structure. The good news is that we are working on implementing more direct activity and journey recommendations in future releases. In the meantime, please do contact us at info@sanvello.com if you have any additional feedback or questions.  ', 'modified': '2020-12-21T20:13:13Z'}",JackieBlueluck,"I suppose this app would be useful for those who
have the focus, energy and enthusiasm to open the app every day to complete random activities or for those who can afford to pay for coaching (or for those whose insurance covers it), but neither of those scenarios match my situation.

The app lacks structure. I need more guidance, customization and reminders. It seems that the information I submit outweighs suggestions and feedback. 

I was so hopeful.",2020-12-18 04:39:48,Disappointed.,2,sanvello-anxiety-depression,922968861
False,,zechiraiah,I,2020-11-30 02:08:33,I would really recommend this app,5,sanvello-anxiety-depression,922968861
False,,alan bena,It helped me release my bad thought it made me look forwrd it’s an amazing app I love it,2021-04-02 17:22:38,Release,5,sanvello-anxiety-depression,922968861
