title,isEdited,userName,date,review,rating,app_name,app_id,developerResponse
just began,False,Kittie❤️,2021-05-13 16:43:27,"for me, have gotten overwhelmed with life style changes and current events. So happy to “opt out”!!",5,headspace-meditation-sleep,493145008,
Thanks for helping me have a nice day,False,G cj in SF ruitzeyehdhfh,2021-05-12 05:13:28,Now hope you have one,5,headspace-meditation-sleep,493145008,
Self Care,False,rrpovforever,2021-02-11 16:15:38,This is a gift. My life is very busy and this app is my gift to me and those around me.,5,headspace-meditation-sleep,493145008,
My go-to rescue for sleeplessness,False,CPR-2,2021-02-10 09:10:08,Sleep SOS is my tool for nightime sleep interuption. I chose a soothing sleep cast and I drift off in no time. The voice actors are pro and stories artful. Love it.,5,headspace-meditation-sleep,493145008,
Healthy Mindfulness,False,Charm D,2021-01-18 13:53:09,"This app is helping me take time and renew my mind, simply by being still and breathing!",5,headspace-meditation-sleep,493145008,
"Love what they have to say,,, however",False,"F,.G,.",2021-02-05 19:41:03,"Too much time spent on the beginning (on mostly all meditations ) and trying to clear your head and take these deep breath‘s it’s way too long way overkill too long we just need to get to the point and get to the meditation already,.",1,headspace-meditation-sleep,493145008,
A must,False,jihadinho,2020-12-13 14:51:37,I can’t forgive myself when I don’t use it on a daily basis. A Life-Changing app,5,headspace-meditation-sleep,493145008,
Life saver!,False,emilyteach,2020-12-08 20:46:31,This app is amazing!!!! It’s changed my life and I never want to be without it again,5,headspace-meditation-sleep,493145008,
Do it daily,False,BWC 333,2020-11-21 17:08:16,If you do this on a daily basis it will help with your quality of life.,5,headspace-meditation-sleep,493145008,
I wish I had more to do,False,Pedro Nichols,2020-10-22 03:41:35,"There’s not much to do until you start your free trail, add more stuff we can do with sleep.",4,headspace-meditation-sleep,493145008,
Life changing,False,muchacat,2020-10-14 02:59:39,I never expected the benefits would be so life changing,5,headspace-meditation-sleep,493145008,
Ugh this is de best!,False,👁👄👁👁👄👁👄👁👄👁👄👁👄👁,2020-08-23 05:37:33,This is the best app I love it sometimes I get anger issues or when I can’t sleep it helps me a lot I love this app! ☺️,5,headspace-meditation-sleep,493145008,
not many options for free,False,wizzle22_,2020-10-05 02:50:17,There is only one option to choose from if you do not want to pay.,3,headspace-meditation-sleep,493145008,
Amazing,False,TheChillMD,2020-05-05 02:51:19,Simply put one of the best things you can do for yourself. Do yourself a favor and meditate. This app is awesome,5,headspace-meditation-sleep,493145008,
What!?!?,False,sleepiest fam,2020-06-16 03:16:47,"This app is trash it was 1:00 for me and i wanted to go to sleep and it wanted my name,last name,email and address and I deleted it right away head space if you see this redo your app. If any kid sees this don’t give away your name,last name,email or your address to a app you I don’t know stay safe.",1,headspace-meditation-sleep,493145008,
AMAZING,False,MAN OF MAN MAN BAN DA LA DEE,2020-06-04 04:00:18,Oh my gosh you got to try this well only problem is that I want more meditation things to do even tho your not a member but still great!!!,4,headspace-meditation-sleep,493145008,
Amazing,False,Jeeniedee24,2020-04-11 14:35:25,Really helps after a long day of work. Thank you on behalf of all healthcare professionals!,5,headspace-meditation-sleep,493145008,
I can’t even get into the app.,False,Nickie2579,2020-04-16 20:29:44,"I used to use head space for 2 years, than they kept on changing the meditations , so quite . Now I thought I would give it a try with this virus changing our lives. The app said I can’t sign up again. Breath deep. I will find another app.",1,headspace-meditation-sleep,493145008,"{'id': 14908571, 'body': ""Sorry for any trouble! You should definitely still be able to sign into your account. Would you mind sending our team a note at help@headspace.com, please? We'll help get you back in."", 'modified': '2020-04-25T19:48:18Z'}"
This App is Essential,False,JoyJoy of Music,2020-03-24 23:25:45,Love Head Space.!.. really has helped me to slow down and to wind down for bed🥴,5,headspace-meditation-sleep,493145008,
Need!,False,Caressa123,2020-02-29 20:19:35,I categorize needs and wants a lot! Headspace is definitely a NEED in my opinion! So good for you and worth every penny!!,5,headspace-meditation-sleep,493145008,
Shut up already!,False,smokey Joseph,2020-03-21 22:48:39,There are very few meditations that don’t have someone jabbering all the way through it.  The ones that don’t have no timer to shut them off so I could go on for an hour and more.  I’m sooooo sorry I paid for this.,1,headspace-meditation-sleep,493145008,
Self love and affordable health,False,Dnortega,2020-02-14 00:46:50,Headspace makes you feel better in seconds. Worth the investment,5,headspace-meditation-sleep,493145008,
Great meditation app!,False,Love_in_it,2020-02-04 07:42:03,This is a great app! I paid for a membership which allowed me to explore a wide variety of topics. It was super helpful!,5,headspace-meditation-sleep,493145008,
The best app,False,jasmind12346,2021-07-03 06:39:57,This app really made relax and calm down I just don’t like the way it cost money,5,headspace-meditation-sleep,493145008,
No title,False,jfbfhshgrkfhc in jckcksdidid,2021-05-30 02:43:32,This app has been a really gig help for me because I think a lot so this is a big help,5,headspace-meditation-sleep,493145008,
Wonderful,False,keananluvr,2021-04-20 13:20:08,Was able to meditate 5 straight minutes for the first time ever.  Love the reminders.  Great great app.,5,headspace-meditation-sleep,493145008,
Everything’s locked,False,cohosking,2021-05-24 05:48:41,"The ads said it was a free app to use for meditation and I got it to sleep better. However when I went to explore sounds and meditations, everything was locked unless you payed for premium. It was very frustrating.",1,headspace-meditation-sleep,493145008,"{'id': 23009329, 'body': ""Sorry for any confusion around our complimentary sessions, you don't have to enter any payment details to access these! Here's what's included in the free trial: https://help.headspace.com/hc/en-us/articles/115008192928-What-s-included-for-free-"", 'modified': '2021-05-25T21:50:37Z'}"
Life Changing,False,Wes Sindt,2021-04-19 22:55:56,That’s all I want to say.  Discovering meditation (via the use of Headspace) has done me so much good.  Life changed.,5,headspace-meditation-sleep,493145008,
really works,False,heytanika,2021-04-06 05:34:30,Omg I love headspace I’ve only used it twice it really helps with quieting my mind and my anxiety,5,headspace-meditation-sleep,493145008,
Helpful,False,libby opps,2021-03-24 02:57:16,Headspace is a great app but it doesn’t say in app purchases and it’s limited but overall great app,5,headspace-meditation-sleep,493145008,
The journey,False,snowbunny3125,2021-03-01 13:19:11,"With all that’s happening out there, this app has helped me cope, reflect, silence my thoughts. It’s been a tremendous help in the journey. 🌷",5,headspace-meditation-sleep,493145008,
Awesome app but to much payment,False,chpchhxh,2021-03-05 03:31:46,I remember two or three years ago almost everything was free now everything is locked and you would have to pay a huge amount of money for a stupid app! This app is really stupid. For a free app almost EVERYTHING IS LOCKED. You guys are money hungry for that!!,1,headspace-meditation-sleep,493145008,
Amazing 😻,False,Dobby lover 🦥🐇🦜,2021-02-27 23:00:24,"The day I downloaded Headspace, I was having one of the worst days of my life. After downloading g, it  became the best day of my life.",5,headspace-meditation-sleep,493145008,
It really calms me down,False,DZaleski29,2021-02-24 01:05:07,I’m usually angry or stressed but this app really helps me to calm down and I don’t get mad anymore,5,headspace-meditation-sleep,493145008,
Exceptional,False,ChrisCharters,2021-01-31 15:37:44,I cannot recommend this enough. It’s really the best part of my day  r,5,headspace-meditation-sleep,493145008,
LOVE IT!!!,False,Reneec3,2021-01-29 06:39:59,Simple and easy App to use. Wonderful way to include Mindfulness to your day. Also a Wonderful way to relieve daily stress and anxiety.,5,headspace-meditation-sleep,493145008,
Best meditation app,False,Toto muSaraigne,2021-01-27 15:30:17,Literally changed my everyday life. Couldn’t stop meditating everyday. Thank you !!,5,headspace-meditation-sleep,493145008,
Just the right tone,False,sbarber2,2021-01-24 17:47:24,Meditation is hugely helpful and Headspace is a very approachable way to learn and build habits around the practice.,5,headspace-meditation-sleep,493145008,
Just what I was looking for,False,levy sil,2021-01-12 15:33:43,A place to get guided meditation rather then doing it on my own.,5,headspace-meditation-sleep,493145008,
My favorite app!,False,Ivyy528,2020-08-22 23:34:17,Love this app. It is helping me get into the meditation habit that is transforming my life. Would love to see yoga practices there together with meditation.,5,headspace-meditation-sleep,493145008,
Could have been great.,False,MK2872,2020-12-22 22:13:24,Everyone and I mean everyone in America is coping with all that is going on. This app had the makings to be what EVERYONE needs truly all inclusively. But instead it chose to be divisive and take a stance on one side of a very dynamic situation and chose to play politics instead of being truly all inclusive.,1,headspace-meditation-sleep,493145008,
It’s really bad,False,little chicklets,2020-10-08 18:54:51,I can’t cancel my payment even though I when I deleted it it said cancel payment and I did that but I got an email saying I have to pay $13 monthly but I deleted it. Also almost everything is locked unless you pay. I hate it don’t get it. And LET ME CANCEL MY PAYMENT.,1,headspace-meditation-sleep,493145008,"{'id': 18408927, 'body': 'Sorry about the trouble with your billing. Please send us a note to help@headspace.com and our team can assist you with this.', 'modified': '2020-10-12T00:17:29Z'}"
