review,rating,date,isEdited,userName,title,app_name,app_id,developerResponse
For some reason every time I log into the app it won’t let me do anything and this has happened recently probably about a month ago… I log into the app and the only thing which is visible is my profile but everything else like the months in my diary and all of my logs are blank… I don’t know how to explain it but it’s really weird and I haven’t been able to log how I feel and everything of that sort and it’s made me a bit frustrated because this was the way I used to keep check of myself you know.Help!,2,2021-04-28 14:51:51,False,smellywhore98,Weird glitch?,minddoc-your-companion,1052216403,"{'id': 22575185, 'body': ""Hello, thank you for reaching out about this. This sounds not at all intended. Please send us a mail to feedback@minddoc.de and we'll look into this. Best wishes, Your MindDoc team"", 'modified': '2021-05-02T13:10:39Z'}"
"First of all i love this app, I’ve been using it for ages now. But today a question popped up that was absolutely not okay. It was asking if i was LGBTQIA+ and while I get there is more like to be a problem from and why is it that saying ‘no’ was the option marked as bad?(08/20/20)",5,2020-08-20 19:55:28,False,Amistaria,Great app,minddoc-your-companion,1052216403,
This app is so good.It makes me feel safe,5,2020-07-06 18:18:06,False,kymisa parks,Mollyprincess🌼😘,minddoc-your-companion,1052216403,
"I had to start my 14 days all over, 1 day shy of the result because I “didn’t answer enough questions”. Great. The annoying thing is I could have gone back and filled in the missed questions, but the app won’t let you. I can recall how I felt in the moments I missed. I can’t be at the beck and call of an app 3 times a day every day. It’s unreasonable and it makes me feel angry.",1,2020-08-17 22:43:52,False,Crimsonandgray,Annoyed,minddoc-your-companion,1052216403,
I’ve benefited a good deal from this app but there is one major glitch. If your phone goes dead the app erases all your responses and record of the $24.99 upgrade if you’ve purchased it. This has happened to me 3 times and the second time I produced proof of the upgrade but now I’ll have to start from scratch again so no chance to see my patterns over the last week. I’m truly frustrated! I just can’t recommend this app at all unless they finally fix it .,1,2020-07-13 02:57:38,False,JohnFriskney,3rd time is not a charm,minddoc-your-companion,1052216403,"{'id': 16900105, 'body': ""Hello, thank you for the review! We had a couple of server issues but they should be fixed now. On top of that we will launch an account system very soon, so that the data is not only saved based on a random number but via an account, with chosen credentials, ensuring that glitches won't affect the data anymore. We are sorry for the inconvenience this has caused. -Your Moodpath Team"", 'modified': '2020-07-27T12:42:18Z'}"
"I had a very deep empty pain in my tommy one night and couldn’t sleep,came upon this app while trying to download free movie apps.you just have something to put all your feelings and mood on without judgement or turn offs.",5,2020-05-15 09:23:18,False,lady efuru,I love it,minddoc-your-companion,1052216403,
"I’m really goddamn sick of answering one way on the daily question thingies and having an insight that directly opposes what I answered. I don’t know if my app is broken or something, but I’ll say I’ve not been agreeing with my family and friends in conversation but then an insight pops up saying that I indicated that I have been. It’s honestly starting to really bother me. I like using this to record my feelings but it’s just not accurate it seems.",1,2020-06-23 23:46:33,False,Jesse2020A,Confused and upset,minddoc-your-companion,1052216403,
"This app is really nice! I really enjoyed it on my Android so when it died and I moved to Apple I expected the same type of thing. I wasn’t able to keep my lost data (no log in feature that I’m aware of) so I’ve had to start from scratch again.

There’s more free features on the iOS version than android which is cool! 

The questions i used to get on my Android weren’t as vague and repetitive as they are on iOS(even at the start).  Or as damaging. How many times do I have to answer “no” to a question before it gets out of rotation? Is there a way to tell the app to not ask specific types of questions? If not I think that’d be a really good feature to add.

The app itself is very easy to navigate and aesthetically pleasing. I’ve had some issues w my questions not appearing for me to answer on iOS but it’s probably  just user error. It’s helped me figure some stuff out about myself and I like to believe that I’ve grown as a person. Which is why it’s 4 stars. Cause it did it’s job well. But please. Ask me some other questions.",4,2020-06-09 15:08:07,False,RealMango,"No, I’m not afraid of weight gain",minddoc-your-companion,1052216403,
"It works really well and I absolutely love it. It would be cool if we could answer the questions we missed, but that’s okay. 
It has many great features and I will keep this app for a long time 
@developer please make this on android too please. I have friends that would absolutely love this app and could use it",5,2020-02-14 02:25:44,False,AriTheFishMaster,It’s amazing,minddoc-your-companion,1052216403,
Govie,3,2020-04-11 23:18:40,False,hgcfccb,Hjjjjj,minddoc-your-companion,1052216403,
"I just downloaded the app and I felt like someone understands how I feel and what I should do.this gave me a ton of hope just in less than 10 minutes ,I'm  not perfect but I learned that no one is perfect and we can find a way to enjoy ourselves",5,2020-01-04 08:41:58,False,dkkejj,Thank u so much,minddoc-your-companion,1052216403,
"This app seems pretty good so far, despite the terrible “rate this app!” pop-up thing happening well before the setup/trial period ends. Haven’t had enough time with the app (per the app’s own constraints) to really give it a rating. So, minus a star for doing the rating-begging anti-pattern, and minus another for not popping the pop-up at a reasonable time.

Finally, there’s some weirdness in this app’s privacy policy. It says something about _not_ storing user data on-device because of security. That’s objectively backwards, and hints at a very naive threat model. This app also doesn’t let you protect yourself with FaceID; other similar apps allow for app-specific access control. EDIT: I found the setting, it wasn’t super intuitive. Consider exposing the gear icon beyond just the “discover” pane.

Finally, the privacy policy asserts that this information can’t be considered PHI because it’s anonymous; that’s a terrible and incorrect assumption. EDIT: adding bullet-points for specific responses to what the developer has pushed back on, below.

• The developer’s response that “saving the data via a randomized number not connected to anything” being good enough for PHI is dangerously wrong. Not on your server, or anyone’s server. Is that data encrypted at rest? Who has the key? Do you have any idea how classification of PHI even works? You do realize that your users can write anything they want into this dataset, and that it can be trivial to de-anonymize people based on just content, right? You’re advertising a safe space for people to bare their souls, but this point you’re trying to make here shows you’ve implemented the exact opposite. Lack of explicit identifying fields does NOT make this data anonymous, full stop.

• The developer’s response that “saving the data [...] on our servers is more secure” is simply not correct. Your servers are exposed to the internet as _servers_, for goodness sakes, while iOS devices are largely behind NAT and don’t generally run server software. Do your servers encrypt this data at rest? While in memory? Who has the keys? An iOS device goes to great lengths to protect its user’s data, and the _user_ has its keys. What exactly is your threat model, and has an infosec professional actually reviewed it for sanity?

• Re: the developer’s point about data size & loss: modern iOS devices have a tremendous amount of storage available to them. There’s also iCloud for storage and backups. Users can also do backups via iTunes. You’ve taken these more secure options off the table in favor of your single-point-of-failure server. And according to your data export feature, a .zip of my data is 2KB in size. Text is small and highly compressible; the argument that this app’s data is too big just doesn’t make sense. Unless... are data exports complete? Or are you not granting users access to all their data? How about allowing users to choose for themselves? I trust iCloud and my own set of devices _and_ their encrypted backup mechanisms far more than any random server on the internet.

The only thing that’s saving this app from a solid one-star review is it’s nice UX. There’s some good design thinking in this thing’s user experience, but the security and privacy aspects smell really bad. EDIT: after the developer’s responses, I’m even more wary of trusting any real data to this app; their stances on security and privacy are verging on dangerous, and they’re digging in on them.

To the MoodPath team: if you take security seriously, please take advantage of Apple’s iCloud and endpoint security rather than trying to do it yourselves. Or if nothing else, let users choose whether or not to trust your servers with their PHI. If there’s significant server-side processing that makes your servers _actually_ required, make that clear. Finally, saying your servers are secure without any evidence isn’t useful to anybody. Do you have a SOC 2 report you can show us? ISO 27001 certification by a 3rd party? Any other kind of _verifiable_ 3rd-party certification? “Just trust us” is less than useless; “trust but verify” is what’s needed here.

To all users: don’t use this app if you care at all about the confidentiality of any data you expose to it. Don’t connect it to Apple Health unless you want all sorts of data sucked out of your device and stored on MoodPath’s servers and shared with who-knows-who.",2,2020-02-02 19:20:13,False,Mattalogue,"Weird, concerning privacy policy",minddoc-your-companion,1052216403,"{'id': 13357285, 'body': 'Hello,\n\nand thank you very much for reaching out about this. We are sorry that the give us feedback request appeared too early, thanks for the request we\'ll look into it! Concerning the privacy policy, we protect the sensitive data that users entrust Moodpath with.\xa0\n\nYou may protect the App via Touch-ID, if you go into settings and click on ""data  & security"" you can enable this feature. \n\nMoodpath would take up a lot of memory on your phone also yes, what if something happens to your phone and all your data, progress and your personal notes are gone. Saving the data via a randomised number not connected to anything personal (as we do not know e.g. name or mail address of our users) on our servers is more secure. \n\nOur UX designer was very happy about your positive review of his work! \n\n- Your Moodpath Team', 'modified': '2020-02-07T16:35:53Z'}"
