developerResponse,isEdited,date,title,review,userName,rating,app_name,app_id
"{'id': 12751634, 'body': 'We are sorry you are unable to open the app after multiple attempts. If you can reach out to us at info@sanvello.com we can look into this further for you.', 'modified': '2020-01-06T16:24:32Z'}",False,2020-01-04 05:41:10,THE APP WONT WORK,"I have been looking for an app that can help me with anxiety, and this one seemed like a good choice.

So I downloaded it, and it won’t even load! It will just show the logo, and nothing else will happen. 

I was excited because this app looked helpful an useful, but unfortunately it will not load. 

And I don’t know what it is, because I have deleted it and then downloaded it again, and it still does not work. 

So, all in all, I just want this app to load for me, because it does look helpful. 

Thanks for reading this.",i wamt to be anonymous plz,1,sanvello-anxiety-depression,922968861
,False,2021-01-12 23:26:09,Helping to calm my stress,"This app is very relaxing and helpful for my mental state. Wether it is emotional, a stress, anxiety, panic attack. I will definitely continue using this app",jacki430,5,sanvello-anxiety-depression,922968861
,False,2020-11-09 18:35:54,1 month user,This has greatly improved my mental health. It’s a great app for me to dump and track my feelings!,JayArr2020,5,sanvello-anxiety-depression,922968861
,False,2020-05-17 22:25:03,Nice change of pace.,I  like this app it really asks a lot of questions to help you.,yodhdydh,5,sanvello-anxiety-depression,922968861
,False,2020-01-29 01:02:03,Great way to keep perspective!,The app helps me stay grounded and keeping perspective of what’s important in my life activities.,Lord's prayer,5,sanvello-anxiety-depression,922968861
"{'id': 15085507, 'body': ""Hi, we agree that the timing to run into a bug like this stinks. Can you get in touch at info@sanvello.com? We'd love to try to figure out what might be going on. You can also try uninstalling and reinstalling, which usually fixes issues related to the app not starting up the right way."", 'modified': '2020-05-04T16:27:21Z'}",False,2020-04-20 23:30:10,Just stopped working,"The last two day whenever I have opened the app, all I get are the waves graphic. I have used this app everyday for the last like four years and it’s been fine. But with the world in the state it’s in, its really bad time for it to stop working.",SummerLexi,1,sanvello-anxiety-depression,922968861
"{'id': 14032979, 'body': 'Hi there, thank you for your feedback! We will be adding more meditations in the future so stay tuned!', 'modified': '2020-03-13T20:04:20Z'}",False,2020-03-12 01:12:55,Not bad,"Decent, but I really wish there were more mediation options or at least updates occasionally.",Paleo-ck,3,sanvello-anxiety-depression,922968861
"{'id': 17897181, 'body': 'Hi there!  Please reach out to info@sanvello.com We can explain how to make your mood tracking easier to access through your app settings.   ', 'modified': '2020-09-15T20:32:13Z'}",True,2020-12-02 00:40:04,Great app just needs critical improvements,It takes way too many taps to get to mood tracking. The interface needs a rework,Finalruner,3,sanvello-anxiety-depression,922968861
"{'id': 18087810, 'body': 'Hi there!  Thank you for taking the time to share your feedback.  \n📱Regarding your sound, please note that the toggle switch on the side of your phone needs to be in the ""on"" position (instead of on ""vibrate"" or ""silent"").  \r \n💥Regarding crashing, please make sure you have the latest version of the app.  \n😊We would be happy to assist you, if you reach out to info@sanvello.com.\n\u200b\r\n', 'modified': '2020-09-25T03:10:21Z'}",False,2020-09-21 04:09:43,Stopped working,"I have gotten good use through this app in the past. Recently, though, it has had a number of issues such as sound not working on videos and crashing intermittently, things that really do not help with anxiety and stress.",Tyrsson,1,sanvello-anxiety-depression,922968861
"{'id': 14689957, 'body': ""Any chance you could email us at info@sanvello.com with some more information? We haven't heard any other reports of this and would love to try to figure out what the problem might be. Sorry for the trouble, hopefully we can get it fixed quickly."", 'modified': '2020-04-15T19:22:25Z'}",False,2020-04-11 00:20:45,Have to keep deleting and reinstalling the app,When I can get in the content is wonderful. Useful tool. Will not load on my iPhoneX so I have to keep deleting and reinstalling. Anyone else have this problem? What is the fix? It just stays on the home screen with the symbol.,iMENotary,1,sanvello-anxiety-depression,922968861
,False,2021-05-19 21:15:19,It helps.,I was in verge of medication. God told me trust me one more time....here I am. This app has helped a lot so far.,Msedyo,5,sanvello-anxiety-depression,922968861
,False,2020-11-30 15:18:16,Question,Is it possible that I don’t HAVE to use premium?,EvilEtho,5,sanvello-anxiety-depression,922968861
,False,2020-01-27 02:11:07,Great Mental Health Tracking,Sanvello has been great for me as far as tracking and improving my mental health. I strongly recommend it!,Luo jie ke,5,sanvello-anxiety-depression,922968861
"{'id': 13542089, 'body': 'We apologize that you experienced delays with the app. We want to make sure you gain access to use the features of the app. If you reach out to us at info@sanvello.com we can further look into this issue. Thank you!', 'modified': '2020-02-17T18:32:48Z'}",False,2020-02-16 22:16:11,Lost in Space?,"On 2 or 3 occasions in the course of 1 week’s use, information I’ve chosen to type in was list when the app seemed to hang up. Today that was 15 minutes of effort while analyzing thought traps. 

I might attempt once more, or I might just record my answers not in the app. 

Irritating.

On the positive side, the guided discovery has been inviting and relevant. Wish the app was reliable.",elkay461,3,sanvello-anxiety-depression,922968861
,False,2020-12-05 18:42:52,All in one,Great app connecting all the moving parts of self-care in one platform. 👏🏼,hesskaz,5,sanvello-anxiety-depression,922968861
"{'id': 19911877, 'body': 'Hi there, thank you very much for your feedback. We apologize that you felt the app lacked structure. The good news is that we are working on implementing more direct activity and journey recommendations in future releases. In the meantime, please do contact us at info@sanvello.com if you have any additional feedback or questions.  ', 'modified': '2020-12-21T20:13:13Z'}",False,2020-12-18 04:39:48,Disappointed.,"I suppose this app would be useful for those who
have the focus, energy and enthusiasm to open the app every day to complete random activities or for those who can afford to pay for coaching (or for those whose insurance covers it), but neither of those scenarios match my situation.

The app lacks structure. I need more guidance, customization and reminders. It seems that the information I submit outweighs suggestions and feedback. 

I was so hopeful.",JackieBlueluck,2,sanvello-anxiety-depression,922968861
,False,2020-11-30 02:08:33,I would really recommend this app,I,zechiraiah,5,sanvello-anxiety-depression,922968861
,False,2021-04-02 17:22:38,Release,It helped me release my bad thought it made me look forwrd it’s an amazing app I love it,alan bena,5,sanvello-anxiety-depression,922968861
,False,2020-07-30 12:37:54,Liking this anxiety app,Thanks for your help and kindness to me! I appreciate anything this app does to better lessen my stress.,peach punk,5,sanvello-anxiety-depression,922968861
"{'id': 18947691, 'body': ""Thanks for taking the time to share your feedback with us. Our Guided Journeys are rooted in cognitive behavioral therapy (CBT). CBT isn't about pulling yourself up or pushing through no matter what, but rather recognizing that making small changes to our thoughts, feelings, and behaviors can create positive change. Our two-factor authentication is to protect your privacy, but it is something that can be turned off in settings if you'd like. As you mentioned, there is a lot in Sanvello, so we hope you keep exploring and find things that work for you."", 'modified': '2020-11-06T17:32:29Z'}",False,2020-11-04 11:21:19,Eh,"The guided stuff seems to focus on the negatives. Like pull yourself up, like is hard just keep swimming. Once logged in you have to keep sending an email to log in, that can be frustrating. The guided meditations are just ok. Not my favorite by far. There is much to this app.",MR. BLACKMAN,1,sanvello-anxiety-depression,922968861
,False,2020-06-04 03:29:33,Thanks for whoever created this !!!!,Amazing Me and my boyfriend are both using and love it and it’s helping us ❤️❤️❤️💯,melmel2020+,5,sanvello-anxiety-depression,922968861
"{'id': 16963740, 'body': 'We are thrilled that you love the app! \n\nWhen seeking professional services, users can opt for insurance (where allowable) or self pay.  Payment is streamlined through the app so that the user and provider can focus on treatment.  For more information please contact info@sanvello.com', 'modified': '2020-07-29T21:50:28Z'}",False,2020-07-28 01:36:25,Great app!,"I love this app, but I don’t like the fact that if I wanted professional help then I would have to pay this app for it.",dagirl654,4,sanvello-anxiety-depression,922968861
,False,2020-06-10 21:50:29,Frequent crashes,I found the app very helpful for about 10 days and then it repeatedly crashed for days so I’ve uninstalled it.,DocEllis,3,sanvello-anxiety-depression,922968861
,False,2021-03-12 02:08:57,Love this app!,I have had this app for 3 days and it has helped a lot!! Worth the download!,Bwes1039,5,sanvello-anxiety-depression,922968861
"{'id': 19252652, 'body': 'Great news!😄 This can easily be solved in your settings! Please reach out to us at info@sanvello.com and we would be happy to help.', 'modified': '2020-11-20T21:28:28Z'}",False,2020-11-16 01:51:07,Volumes,Voices are drowned out from background music. Makes it hard to hear the speakers voice,mikeoie,4,sanvello-anxiety-depression,922968861
